Full Name,Email Address,Timestamp,Are you a/an ,What organization are you affiliated with?,What organization are you affiliated with?.1,Which level of student do you wish to mentor (check all the apply),How many mentees do you wish to mentor?,"If you already are mentoring students via PCCW, please write in the exact number you are mentoring ",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Academia and research],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Architecture and urban planning],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Biotech, pharmaceutical, life sciences, and medical devices]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Business],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Consulting and strategy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Corporate and general management],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Creative fields],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Data and analytics],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Design],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Education],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Energy, sustainability and the environment]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Engineering],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Entrepreneurship and startups],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Finance, investment and financial services]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Health and wellness],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Hospitality],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Human resources],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [IT and technology],"What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Journalism, publishing and communications]",What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Law and legal services],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Marketing],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Media and entertainment],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Medicine and healthcare],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Non-profit and social enterprise],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Policy and advocacy],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Psychology and social work],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Public service and government],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Real estate],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Retail and consumer goods],What is your field of interest/expertise? *please check up to 5 areas; this will prioritize your matching. [Veterinary medicine],"Would you like your match to be based, in part, on your location?",Your location/where you wish to work (mentees) or reside (mentors); click all that apply that you want to be considered in match,"Would you like your match to be based, in part, on specific career advice you are seeking or want to provide?",Click all career advice areas that apply,"Would you like your match to be based, in part, on your college/school affiliation(s) at Cornell? Graduate students please indicate the college that most closely relates to your Field of Study administered by the Graduate School or professional degree you are obtaining.",Click all that apply,Unnamed: 43,Unnamed: 44
Carter Flores,carter.flores@hotmail.com,11/30/25 17:51,PCCW member,,,"Undergraduate students, Graduate students",3.0,2,,,,,,,,,,5th,4th,,,,,,,,,1st Choice,,,,,3rd,,2nd,,,,No,,No,,No,,"Mitzi, a retired Federal Government attorney and senior executive, advised engineers, radiation health physicists, geologists, and marine biologists. She litigated issues regarding nuclear power reactors, research reactors, medical radioisotope facilities, high-level waste, and nuclear security.  ",
Evelyn Bauer,evelyn_bauer@outlook.com,12/2/25 14:10,PCCW member,,,Undergraduate students,1.0,0,,,,,4th,,,,,,,,,,2nd,,,3rd,,,,,1st Choice,,,,,,,,No,,No,,No,,"I am an ILRie and have been in the Healthcare space for over 30 years, working at a Health Plan (insurance) and Vendor (Healthcare IT solutions) side.  Additionally, I am passionate about helping and serving my community.",
Gabriella Hill,gabriella_hill@yahoo.com,12/2/25 18:44,PCCW member,,,"Undergraduate students, Graduate students",1.0,,,,5th,,,4th,,,,,2nd,,,,,,,,,1st Choice,,,,,3rd,,,,,,Yes,NYC area,No,,No,,"Hi. I’m a Latina first-gen grad student and the first to leave our home state (Texas) as a professional. I’ve been an environmental lawyer for just over 20 years having practiced in law firms and now for a large, multinational pharma company. ",
Nadia Foster,nadia96@gmail.com,12/2/25 20:10,PCCW member,,,Undergraduate students,1.0,,,,,,,1st Choice,,,,3rd,,,,,,,,,,,,,,2nd,,,,,,,No,,No,,No,,"I've worked in college athletics for my entire career and am currently the Commissioner of the Northeast Conference, a Div. I conference that sponsors 25 sports. My role is akin to being a CEO of a small business. I deal with budgets, HR, media contracts, event management, and board management.",
Amara Klein,amara.klein@cornell.edu,12/2/25 20:53,PCCW member,,,"Undergraduate students, Graduate students",1.0,,,,,,,,,,,,,,,,,,,,,3rd,,,,,2nd,,1st Choice,,,,Yes,East Coast U.S.,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, First Generation student guidance, Networking",Yes,College of Arts and Sciences,"Jill is a lawyer who has worked in government, nonprofit, and private practice. She is especially good at networking and looks forward to learning how she can be helpful. ",
Sarah Thompson,sarah17@gmail.com,12/11/25 11:25,Graduate student,,Other,,,,1st Choice,,2nd,,,,,,,3rd,,,,,,,,,,,,,,,,,4th,,,,Yes,NYC area,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Networking",No,,"I’m Elizabeth, a 5th year Immunology PhD candidate at Weill Cornell Graduate School doing research on neuro-epithelial-immune interactions in the gut. I’ll be graduating in the next 1-1.5 years and plan to stay in academic research (and ideally, in the NYC area as well).",
Lucas Roberts,lucas_roberts@cornell.edu,12/14/25 18:48,Graduate student,,Other,,,,1st Choice,,4th,,,,,3rd,,2nd,,,,,,,,,5th,,,,,,,,,,,,Yes,"East Coast U.S., NYC area",Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), International student guidance, Transitioning from academia to industry or navigating career changes",Yes,Weill Cornell Medicine (NYC),"I am a 6th-year PhD candidate in Immunology and Microbial Pathogenesis at Weill Cornell, focused on human immunology. With 1–2 years remaining, I aim to stay in NYC and am aiming for an academic postdoc alongside interests in data science, teaching, scientific editing, and science policy.",
Luke Simmons,luke.simmons@icloud.com,1/16/26 14:12,PCCW member,,,"Undergraduate students, Graduate students",1.0,mentoring two graduates (2020 & 2008),,,,3rd,,,,,,,4th,,,,,,2nd,,,1st Choice,,,,,,,,,,,No,,Yes,"Work-Life Balance, Navigating the workforce, First Generation student guidance, Networking",Yes,School of Industrial and Labor Relations,I am an experienced attorney and former inhouse Associate General Counsel who now runs my own business providing arbitration and mediation services in the United States.,
Yuna Nakamura,yuna_nakamura@cornell.edu,1/21/26 17:12,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,,,,,,,2nd,,,,,,,,,,3rd,,4th,,,,,,,,,,,,1st Choice,,,Yes,West Coast U.S.,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Networking",Yes,"Cornell SC Johnson College of Business, Nolan School of Hotel Administration, The Peter and Stephanie Nolan School of Hotel Administration","I am a senior in the Hotel School with minors in Information Science & Real Estate. After graduation, I will be working in San Francisco in JLL's Capital Markets Real Estate Brokerage. Looking for someone to help with networking and navigating my path from college to work!",
Evelyn Nwosu,evelynnwosu@icloud.com,1/21/26 19:22,Undergraduate student,First Gen,,,,,,,3rd,,2nd,,,1st Choice,,,,,,,,,,4th,,,,,,5th,,,,,,,Yes,NYC area,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), First Generation student guidance, Networking",No,,"I’m Ivy, a Cornell Information Science student who’s curious, reflective, and passionate about using data and design to create meaningful impact. I’m really excited to learn from you through this mentorship!",
Hannah Gupta,hgupta@hotmail.com,1/21/26 19:36,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,,,,4th,3rd,,,1st Choice,,,,,,2nd,,,,,,,,,,,,,,,5th,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, International student guidance, Networking",No,,"Hi, I’m a graduate student pursuing Data Science, and I’m currently preparing for my transition into industry. I’ve completed four internships related to data science, where I’ve worked on end to end pipelines from data processing and modeling to validation and delivery. ",
Avery Nelson,avery86@icloud.com,1/21/26 20:10,Graduate student,,Other,,,,,,,4th,3rd,,,1st Choice,,,,,,,,,,2nd,,,,,,,,,,,5th,,No,,Yes,"Work-Life Balance, International student guidance, Networking",Yes,"College of Arts and Sciences, Cornell Ann S. Bowers College of Computing and Information Science","I see myself as someone who combines left-brain analytical thinking with right-brain creativity to solve complex problems. I enjoy building models, analyzing data, and telling stories that turn insights into actionable impact.",
Grace Kowalski,gkowalski@cornell.edu,1/26/26 19:23,Undergraduate student,Other,,,,,2nd,,1st Choice,,,,,,,,,,,,,,,,,3rd,,,4th,,,,,,,,Yes,East Coast U.S.,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Networking",Yes,College of Engineering,Hi! I'm Allison and I'm a junior studying Chemical and Biomolecular Engineering. I'm mostly interested in the biomolecular side of this major and I hope to pursue a PhD!,
Avery Ali,avery_ali@gmail.com,2/3/26 13:53,Undergraduate student,Other,,,,,,,,5th,3rd,,,1st Choice,,,,,,,,,,2nd,,,,,,4th,,,,,,,Yes,"East Coast U.S., NYC area, Western Europe",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Public Service and Non-Profit Careers, International student guidance, Networking",Yes,"College of Agriculture and Life Sciences, Charles H. Dyson School of Applied Economics and Management","I am an international student from Bogotá, Colombia interested in pursuing a career that combines data analysis and cognitive science. I have recently been struggling with the steps to take when applying to internships and the components involved, especially for roles in data driven fields.",
Lily Wright,lily89@outlook.com,2/4/26 15:55,Undergraduate student,Other,,,,,1st Choice,,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.)",No,,"My name is Alima Deen, and I am a junior majoring in Biometry & Statistics with interests in computational biology, machine learning, and systems biology. I plan to apply to PhD programs and fellowships in Fall 2026 and would value guidance on navigating AI-in-biology roles in industry.",
Savannah Cruz,savannah99@hotmail.com,2/6/26 17:09,Graduate student,,Other,,,,3rd,,,,,,,,,,1st Choice,2nd,,,,,,,,,,,,,,,,,,,Yes,"East Coast U.S., West Coast U.S., NYC area, Western Europe",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Entrepreneurship and Startup Advice, Transitioning from academia to industry or navigating career changes, Networking",Yes,"College of Agriculture and Life Sciences, College of Engineering",Hi!! I'm Florencia :D I'm a first year PhD student in Cornell's School of Civil and Environmental Engineering. I do research related to using novel adsorbents to remove pollutants from water and most of my background is in environmental chemistry work! I am interested in working in R&D or a startup!,
Aaliyah Martinez,amartinez@yahoo.com,2/6/26 17:13,Graduate student,,Cornell Tech,,,,1st Choice,,,,,,,,,,,,,,5th,,,2nd,,,,3rd,,,,4th,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Transitioning from academia to industry or navigating career changes, Networking",Yes,Cornell Ann S. Bowers College of Computing and Information Science,I am a PhD student at Cornell Tech in the Department of Information Science. My research interests include behavioral and bio-signal parsing from mobile device interactions and multimodal content modeling. I'm still exploring whether I want to pursue academic or industry-focused research post-PhD,
Aisha Sanchez,aisha.sanchez@gmail.com,2/6/26 17:22,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,1st Choice,,,,,,4th,,,,,,5th,,,,,,2nd,,,,,3rd,,,,,,,Yes,East Coast U.S.,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Entrepreneurship and Startup Advice",Yes,"College of Agriculture and Life Sciences, Sociology, design and environmental analysis, City and Regional planning, government","Hello, I’m a third year PhD student and global development. I just completed a year of fuel research and got through the Fulbright lateral dissertation research award. I am a wife and mother of three school-age children. I’m also a farmer and leader at a local NGO.",
Matthew Fischer,matthewfischer@cornell.edu,2/6/26 18:13,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,1st Choice,,,,,,,3rd,,,,,,,,,,,,,,,,,,2nd,,,,,No,,Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Transitioning from academia to industry or navigating career changes",Yes,College of Arts and Sciences,"Hi! I am a 5th year PhD in Social Psychology, studying social status: how people think about it and how it affects behavior and well-being. I enjoy research and data analysis but I'm hoping for a career with real-world impact and work-life balance, so I'm considering industry options.",
Aubrey Simmons,aubreysimmons@icloud.com,2/6/26 18:14,Graduate student,,Other,,,,1st Choice,,,,,,,,,3rd,,,,,,,,,2nd,,,,,,,,,,,,Yes,East Coast U.S.,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Transitioning from academia to industry or navigating career changes, Networking",Yes,College of Arts and Sciences,"My name is Dominique Joe and I am a PhD candidate in the Department of Literatures in English. I'm writing a dissertation titled ""Articulations of Universality in Black Feminist Thought."" In it, I argue that Black feminist thinkers are creating a new universalism through material universality. ",
Alexander Taylor,ataylor@cornell.edu,2/6/26 23:10,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,5th,,,,,,,1st Choice,3rd,,,,,2nd,,,,,,,,,,,,4th,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Transitioning from academia to industry or navigating career changes, Networking",No,,"Hi, my name’s Nathan, and I’m a social psychology PhD student studying moral decision-making with an interest in pivoting to a career in data science in industry. I have previous interned at Discover Financial and will also be interning this summer at Liberty Mutual.",
Riley Eze,riley_eze@icloud.com,2/7/26 11:12,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,4th,,1st Choice,,,,,,,,,3rd,2nd,,,,,,,,,,5th,,,,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Entrepreneurship and Startup Advice, Transitioning from academia to industry or navigating career changes, Networking",Yes,College of Engineering,"Hi! My name is Alessandra, I'm a 1st year Biomedical Engineering PhD student at Cornell. As of now my interests lie in developing translational biomaterials and/or medical devices for tissue/wound repair.",
Emily Jones,emily_jones@icloud.com,2/7/26 12:21,Graduate student,,Other,,,,,,1st Choice,5th,4th,,,,,,,,3rd,2nd,,,,,,,,,,,,,,,,,Yes,"East Coast U.S., NYC area",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Transitioning from academia to industry or navigating career changes, Networking",Yes,"College of Agriculture and Life Sciences, Graduate School Field of Study, Weill Cornell Medicine (NYC), Weill Cornell Graduate School of Medical Sciences (NYC)",Hi I am a 3rd year graduate student in the Cornell Computational Biology department. I am currently working in a lab at Weill Cornell in NYC. I am interested in mentor who will give me some advice on navigating career choices after graduate school. ,
Sebastian Okafor,sokafor@outlook.com,2/8/26 17:30,Undergraduate student,Women's Leadership Initiative (WLI),,,,,,,,,,,,,,,,,,,,,5th,,,3rd,,,,,2nd,4th,1st Choice,,,,No,,No,,No,,"Hi, I’m Rylee, a freshman majoring in Industrial and Labor Relations at Cornell University. This semester I’ll be working as an intern supporting community-based public safety initiatives through research, data analysis, and outreach, and I’m excited to grow through this mentorship experience.",
James Carter,jamescarter@hotmail.com,2/8/26 18:04,Undergraduate student,Women's Leadership Initiative (WLI),,,,,3rd,,2nd,,,,,4th,,,,1st Choice,,,,,,5th,,,,,,,,,,,,,Yes,"East Coast U.S., West Coast U.S., NYC area",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Transitioning from academia to industry or navigating career changes, Networking",Yes,College of Engineering,"I'm a freshman intending on majoring in ChemE with a focus on computer optimization & big data analytics as well as a minor in ORIE. Currently, I'm looking to do undergrad research and graduate with an M.Eng in ChemE or Systems Eng through the Early Admit M.Eng program and go straight into industry.",
Lily Rivera,lily19@hotmail.com,2/8/26 18:08,Undergraduate student,Women's Leadership Initiative (WLI),,,,,,,,1st Choice,3rd,,,,,,,,,2nd,,,,,,,,,,,,,,,,,Yes,"East Coast U.S., NYC area, Western Europe, Eastern Europe",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), International student guidance",Yes,"Charles H. Dyson School of Applied Economics and Management, College of Arts and Sciences, Cornell SC Johnson College of Business","Hi, my name is Ari, and I’m an international student from Moldova and a senior at Cornell University majoring in Economics. I’d love to connect and learn more about the economics/business industry, as well as gain insight into post-graduation opportunities for international students.",
Aaron Bryant,aaronbryant@cornell.edu,2/8/26 18:17,Graduate student,,Other,,,,1st Choice,,,,2nd,,,,,,,,3rd,,,,,,,,,4th,,,,,,,5th,,Yes,"East Coast U.S., West Coast U.S., NYC area",No,,Yes,College of Agriculture and Life Sciences,"Hi, my name is Everlynn Khamjoi and I am a first-year Communication PhD student. I am interested in assets in the video game industry and hope to go into academia, but I'd also like to learn more about working in industry.",
Camila Yamamoto,camila57@yahoo.com,2/8/26 19:30,Undergraduate student,Women's Leadership Initiative (WLI),,,,,2nd,,,,,,,3rd,,,,,,,,,,,,,,,1st Choice,,,,,,,,Yes,NYC area,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.)",Yes,College of Arts and Sciences,"Hi! I’m Tanisha and I’m a junior studying Information Science. After graduating college, I hope to go to medical school to become a pediatrician.",
Lena Reed,lena_reed@cornell.edu,2/8/26 22:24,Undergraduate student,Women's Leadership Initiative (WLI),,,,,,,,,4th,5th,,,,,,,,,,,,,,1st Choice,,,,,2nd,,3rd,,,,Yes,"East Coast U.S., West Coast U.S., NYC area",Yes,"Work-Life Balance, Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Public Service and Non-Profit Careers, Entrepreneurship and Startup Advice, Networking",Yes,"Cornell Jeb E. Brooks School of Public Policy, Cornell Law School, City and Regional planning, government","Hello! My name is Gargi Singh and I'm a freshman in the Brooks School of Public Policy. I am a pre-law student who is hoping to go to law school one day! However, I am currently looking at a couple of gap years after undergrad (unsure). I enjoy policy, and hope to learn from your experiences!",
Nia Lee,nia_lee@outlook.com,2/9/26 9:37,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,3rd,,,,,,,4th,,,,,,,,,,,,,,,,,2nd,,1st Choice,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Public Service and Non-Profit Careers, Networking",Yes,"College of Arts and Sciences, College of Human Ecology","Hello, I'm a third year Economics PhD student specializing in labor economics. I focus on veterans' transition from the military to the civilian workforce. Ultimately, I want to work in the government and leverage my research base to design policy.",
Samantha Miller,samantha69@hotmail.com,2/9/26 12:19,Undergraduate student,"Women's Leadership Initiative (WLI), First Gen",,,,,4th,,,,,,,,,,,,,,2nd,,3rd,,,,,,1st Choice,,,5th,,,,,Yes,"East Coast U.S., West Coast U.S., NYC area",No,,No,,"My name is Nayely, a current Senior studying Biology & Society. I am hoping to apply to PA school in a year or 2 and gain patient care hours in the meantime. ",
Thomas Baker,thomas.baker@cornell.edu,2/9/26 12:59,Undergraduate student,Other,,,,,,,,3rd,,,4th,,2nd,,5th,,1st Choice,,,,,,,,,,,,,,,,,,Yes,"East Coast U.S., West Coast U.S., NYC area, South Asia",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Entrepreneurship and Startup Advice, Networking",No,,"Diya Singhal is a Cornell Design and Environmental Analysis student focused on design, sustainability, and social innovation, and is seeking mentorship from an alumna leader to grow as a purpose-driven innovator.",
Carter Nakamura,carter5@yahoo.com,2/9/26 15:59,Undergraduate student,Women's Leadership Initiative (WLI),,,,,,,,,,,,1st Choice,,,5th,,,3rd,,,,,,,,,,,2nd,,4th,,,,Yes,"Western Europe, UK",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), International student guidance, Networking",No,,"Hi, I'm Emilie, an exchange student from France. I major in Mathematics and Economics with a minor in Global development. In the future I want to work in international organizations, specializing in economics of development.",
Kaylee Harris,kharris@cornell.edu,2/9/26 17:51,Graduate student,,"Graduate and Professional Students Assembly. (GPSA), Other",,,,,,,3rd,4th,1st Choice,,,,,,,5th,,,,,,,,2nd,,,,,,,,,,Yes,"East Coast U.S., NYC area",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Entrepreneurship and Startup Advice, Networking",Yes,Cornell SC Johnson College of Business,"Hi, my name is Amrapali Naik, and I'm a 2nd year MBA student at Cornell Johnson. Prior to coming to Johnson, I lived in Jersey City and worked in the financial services sector at Fidelity Investments. Looking forward to meeting you!",
Skylar Thompson,skylar2@cornell.edu,2/9/26 18:07,Undergraduate student,Women's Leadership Initiative (WLI),,,,,,,,3rd,1st Choice,,,,,,,,,2nd,,,,,,4th,,,,,5th,,,,,,Yes,"West Coast U.S., NYC area",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce",No,,"I’m Divya Natarajan, a current freshman at Cornell majoring in Public Policy with minors in Business and Information Science, and I am interested in the intersection between legislative analysis and corporate strategy. I am excited to meet you and learn more about your career path and experiences! ",
Daniel Anderson,daniel.anderson@icloud.com,2/9/26 18:19,Graduate student,,Cornell Tech,,,,5th,,,,1st Choice,,,,,,,,,,,,,2nd,,3rd,,,,,,,,,4th,,Yes,"East Coast U.S., West Coast U.S., NYC area",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Networking",Yes,"College of Agriculture and Life Sciences, Cornell Ann S. Bowers College of Computing and Information Science, Cornell Tech (NYC), LLM, Cornell Law School","A student in the information sciences focusing on AI, privacy, trust & safety, governance, risk, & compliance, and technology law & policy. ",
Victoria Khan,victoriakhan@gmail.com,2/9/26 22:33,Graduate student,,"Graduate and Professional Students Assembly. (GPSA), Other",,,,,,1st Choice,4th,,3rd,,,,,,,,,,,,,,2nd,,,,,5th,,,,,,No,,Yes,"Work-Life Balance, Transitioning from academia to industry or navigating career changes, First Generation student guidance, Networking",Yes,College of Agriculture and Life Sciences,"I am a second-year PhD student in Molecular Biology and Genetics researching animal reproduction, and I am interested in pursuing non-academic career paths where I can translate my scientific skills into meaningful public impact.",
James Mensah,james71@hotmail.com,2/9/26 23:17,Undergraduate student,Other,,,,,4th,,5th,,,,,,,,,,,,2nd,,,,,,,,1st Choice,,,3rd,,,,,No,,Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Public Service and Non-Profit Careers, Transitioning from academia to industry or navigating career changes, Networking",No,,I am a Biology & Society student at Cornell with extensive clinical research experience and a passion for health equity. I look forward to combining my background in patient care and advocacy with your guidance to navigate a future career in medicine and public health!,
Ethan Johnson,ethan.johnson@gmail.com,2/10/26 9:52,Graduate student,,Graduate and Professional Students Assembly. (GPSA),,,,,,,,,,,,,,,,,,,,,,,1st Choice,,,,5th,2nd,3rd,4th,,,,Yes,"East Coast U.S., West Coast U.S., NYC area, Western Europe, Eastern Europe, UK",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, International student guidance",Yes,College of Arts and Sciences,"Hello, my name is Jue. I am currently pursuing a degree in Asian Studies, and I am exploring possible career paths, including law or policy-related work. I’m very glad to have the opportunity to connect with you.",
Camila Carter,camila_carter@icloud.com,2/10/26 9:56,Undergraduate student,Women's Leadership Initiative (WLI),,,,,,,2nd,,5th,,,4th,,,,1st Choice,,,,,,,,,,,3rd,,,,,,,,Yes,East Coast U.S.,No,,Yes,College of Engineering,"I'm a freshman chemical engineering student and currently thinking about pursuing a career in pharmaceuticals, such as drug delivery, or consumer goods after I earn my bachelor's and master's degrees. I plan to take part in research on campus in addition to my current involvement.",
Christian Ortiz,christianortiz@yahoo.com,2/10/26 16:26,Undergraduate student,Panhellenic/Multicultural Greek Fraternal Council,,,,,,,1st Choice,3rd,2nd,,,,,,,,,,4th,,,,5th,,,,,,,,,,,,Yes,"East Coast U.S., NYC area",Yes,"Career guidance. (Note to Mentees: Cornell Career Services provides resume, interviewing and internship/job search strategies. Mentors can provide guidance on excelling in competitive recruitment processes, exploring options and making informed decisions.), Navigating the workforce, Networking",Yes,"College of Agriculture and Life Sciences, College of Human Ecology, Cornell Jeb E. Brooks School of Public Policy, MBA, Weill Cornell Medicine (NYC)","My name is Annabelle Raz, and I am a senior in CALS majoring in Communication with minors in Global Health and Health Policy. I am very interested in the business of pharma and healthcare/life sciences consulting and would love to learn from individuals in the workforce about their experiences!",
